,co_per_rol,P_0,r_f,d,sigma,T,phi,n_s,n_o,K,wealth,rescale_factor,phi_opt,n_s_opt,n_o_opt,E_U,E_UPPS,E_cost_0,E_U_opt,E_UPPS_opt,E_cost_0_opt,distance,savings
0,79.0,100.0,0.0197,0.0040000002,0.41687366,3.3931058151688784,0.02557778,0.08495999900000001,0.0033495243100000005,109.75936456991873,0.081351146,180.8833,-0.08134770223689923,0.08734063275345699,-0.0016738701901294222,5.667018101832341,0.028179984400807163,1558.4531721994254,5.667018089948247,0.028179984346880644,1556.6152449455828,6.39097242848998e-05,0.0011793278660074398
1,111.0,100.0,0.0197,0.0071999999,0.49831051,3.1398993079558397,0.011608231,0.0008299999799999999,0.0035144298900000003,73.57883870364412,0.036413588,643.2368799999999,-0.036413588,0.0021836325829494695,0.001353202790342965,0.9542118050020302,0.005552109491252688,162.0655034152287,0.9542118053212388,0.0055521094639535045,156.00683027309694,4.423682363058947e-05,0.037384100961996874
2,836.0,100.0,0.0197,0.0136,0.55885351,2.3317273390537103,0.064815387,0.0012300001,0.002825841984,66.9760921658029,0.073071547,250.9585,-0.04153107045174218,0.004067818593046596,-0.0012300001,1.1926479435458557,0.004737290893561736,79.66687315573743,1.1926479340488663,0.004737290709604594,77.50219761162404,9.574156643402546e-05,0.027171589123144685
3,885.0,100.0,0.0197,0.0052,0.37462652,2.763262118331523,0.023048831000000002,0.062859997,0.004769215039999999,88.49431105711244,0.038777094,302.9527,-0.038777094,0.06408172212376476,0.0027087442334172095,4.980281903009206,0.025281171447627763,1955.2736963376205,4.980281914428363,0.02528117150898033,1954.5763559647105,3.387834511130714e-05,0.0003566459131610147
4,1017.0,100.0,0.0197,0.017999999,0.26832249999999996,3.033512638708362,0.09436442,0.0029899999,0.00266871223,70.06467145472081,0.077694446,98.63229399999999,-0.077694446,0.006060913892817343,-0.0014325873139447315,1.5074786478966453,0.006663059020084209,47.55697506289075,1.5074784858140946,0.006663060721822291,47.41534375380262,9.36028878333412e-05,0.002978139566295606
5,1316.0,100.0,0.0197,0.0043000001000000005,0.25658616,3.643628509918592,0.046034899000000004,0.00202,0.00236041627,80.12152051815431,0.062949575,143.6062,-0.062949575,0.00393396876259453,-0.0003315523677999473,1.2480385297707024,0.005999801606399563,46.20238404703493,1.248037827126388,0.005999808033849134,45.9677509685746,5.142421581475891e-05,0.0050783760037462974
6,1329.0,100.0,0.0197,0.037999999,0.44012299,2.8391901519828298,0.05737723,0.090970002,0.006733857822,30.479440457870712,0.13679455,138.47624,-0.13679454761399182,0.09816840216622036,-0.0018129247532780877,5.985684949626934,0.02976217518439513,1325.4107655552104,5.985684940208795,0.029762175125541676,1324.9093751979663,0.0004319361241988542,0.0003782905422787697
7,1455.0,100.0,0.0197,0.0099999998,0.3739737,2.421174231389465,0.041034535,0.027349999,0.00931404415,73.1972676110717,0.060685478,151.81859,-0.060685478,0.02940199728560229,0.006365076415059475,3.4692423211416785,0.018796344094570667,472.4261602386256,3.469242292630105,0.018796309676133084,471.9976444344645,6.089566648480065e-05,0.0009070535042865862
8,1623.0,100.0,0.0197,0.017000001,0.3017205,4.042249179546824,0.017371545,0.00030000001,0.0028177507800000003,41.910942139369226,0.033370052000000004,444.76592999999997,-0.033370052000000004,0.001710622040041565,0.001185403760125971,0.9502616164584659,0.005685942608398139,91.01235910447288,0.9502611741145698,0.005685945232290575,90.6652485987451,5.99621576523572e-05,0.0038138831818362905
9,1689.0,100.0,0.0197,0.022000000000000002,0.25305477,5.0,0.033461053,0.00145,0.0,100.0,0.060050402,174.64700000000002,-0.007599250777219258,0.002132781382332701,-0.0014142162267043203,1.011193284315049,0.002960793949500671,31.16768752329103,1.0111925889180968,0.0029607899681276984,31.090746316736315,2.2015048933018744e-05,0.0024686209555077926
10,1711.0,100.0,0.0197,0.0115,0.66640228,3.796359721476408,0.01303573,0.0012300001,0.0039305452500000004,118.17080612157434,0.028721347,308.38004,-0.02872120007014189,0.0029639571983458915,-5.58906078838227e-05,0.9143806776615525,0.004546946756186736,94.0152509481832,0.9143808624501644,0.004546944356879833,81.80514441825831,5.4553819505683147e-05,0.12987367907632916
11,1725.0,100.0,0.0197,0.013000000000000001,0.41352275,2.365625373579553,0.047446630999999996,0.013069999999999998,0.00243542445,72.30764534418644,0.08155223,159.77213999999998,-0.08155222882115522,0.015816583387017146,-0.0015557354111678638,2.411775635626695,0.011583435919334039,230.9749238000709,2.4117755525946682,0.011583436283829816,230.36659633242724,8.401717097731567e-05,0.0026337381462684132
12,2414.0,100.0,0.0197,0.0046000001,0.53258914,2.5180334694776003,0.1205577,0.06064,0.01338962511,51.044505841486604,0.19900136,24.024744000000002,-0.19900136,0.07095091021311856,0.0003997166458904181,5.000918213833182,0.02505319630806101,166.75192291491393,5.000918226879701,0.025053196380323984,166.21919781838272,0.0003845320083448023,0.003194716361999731
13,2472.0,100.0,0.0197,0.0024000001000000003,0.31394246,4.055776085500328,0.0016961491000000001,0.24409001,0.00665357461,59.01684640738035,0.017358251,1599.2456,-0.017358251,0.2445504610402241,0.006091450671572138,9.841067627275027,0.04970825085127809,39556.97185160946,9.841067641611774,0.04970825094607734,39556.35067746709,1.4364211486023403e-05,1.570327841826933e-05
14,2542.0,100.0,0.0197,0.0012000001,0.34012711,1.4975177719960435,0.0051243179,0.00055,0.0010528404299999998,135.62007673756972,0.010301012,846.8250699999999,-0.01030101070631698,0.000760319060176008,0.0001832084614898246,0.5510429175619723,0.0028848844678961596,57.28004900404961,0.5510422780073647,0.0028848628807201264,56.77021289123847,7.761183378174945e-06,0.008900762511133547
15,2653.0,100.0,0.0197,0.0123,0.6525082,2.8738164747643484,0.037577465,0.0091000004,0.00663373751,79.82031181353894,0.052507404,249.0834,-0.05250740142346552,0.012490416354309385,0.0006899885368225459,1.9897877728691211,0.010090387955318731,314.4189438364432,1.9897878006268073,0.010090388106886323,306.19064285065195,0.00011574602406619619,0.02616986395727952
16,2666.0,100.0,0.0197,0.0024000001000000003,0.41077399,2.0596506755722124,0.035827644,0.0096100001,0.00461980221,47.761612424459116,0.081391916,91.289085,-0.0813919042849347,0.012608806365198936,0.0012947582978380667,2.247998010616241,0.0117005288872884,114.3436758062719,2.247997957373052,0.011700528555389172,114.21695352420102,0.00010410320344967639,0.0011082579003809203
17,2669.0,100.0,0.0197,0.0093999999,0.32269752,1.8706654271227665,0.046923663,0.0011699999,0.0034838698100000003,107.46762661557472,0.17408955,117.90638999999999,-0.10297360175171211,0.003343955047207851,-0.0011699999,1.2534711805139465,0.004424051443156596,25.525651198307017,1.2534711805145389,0.004424051443160824,25.204623940458585,6.120376757875715e-05,0.012576653005025905
18,2691.0,100.0,0.0197,0.0060000001,0.37314847,3.3138286583781875,0.023729436,0.00107,0.00042387883,98.38312454821406,0.046620212,307.15792999999996,-0.020413850941657506,0.001921147516119149,-0.0010699999999601057,0.873845613709411,0.0028909860103437076,43.8413991525299,0.8738456137048589,0.002890986010309574,43.432639875730665,2.2628538534939805e-05,0.00932359105094057
19,2865.0,100.0,0.0197,0.028999999,0.24880749,2.9112328700000165,0.014610215,0.0011699999,0.00032037726000000004,117.33128834355853,0.03564455,244.21208,-0.011450564695588668,0.0015312433239159382,-0.0008003144248523952,0.838304827324419,0.0030830682944009056,32.859627875545975,0.8383047185561437,0.003083065511731629,32.80279124409681,1.3252871275582773e-05,0.001729679704969001
20,3190.0,100.0,0.0197,0.0,0.27448061,5.506703865649801,0.018759394,0.0038300001,0.00518477989,129.514662633493,0.065757677,101.19363,-0.065757677,0.005364148823242108,0.0013213649945426375,1.4922243633630934,0.007937630527195408,51.10495136132062,1.492224363354832,0.007937630526792111,50.290603735508014,3.956974918131445e-05,0.015934808743971452
21,3419.0,100.0,0.0197,0.011000000000000001,0.35039708,3.058296928591605,0.07581629599999999,0.00734,0.00915693653,85.23645706338101,0.14962177,38.456417,-0.14962177,0.011710835515345172,0.0018583892186729133,2.1667339966618484,0.01144024726640814,41.86801859855443,2.1667339969742807,0.011440247270589472,41.45846424968916,0.0001278963698389262,0.009782033221878214
22,3504.0,100.0,0.0197,0.0,0.47604978,3.988644139539813,0.073986232,0.0050100000000000006,0.01213705536,68.27901873070249,0.21976069,19.266626000000002,-0.21976068901980722,0.014323527835788217,-0.0012358161667097125,2.187729009338652,0.01062839291698408,23.086812632400513,2.1877290037969344,0.010628392864386736,22.139804658255112,0.0003009649704602664,0.041019433441251564
23,3565.0,100.0,0.0197,0.0,0.70712733,3.2203961185402465,0.47063839,0.00039,0.0139673084,88.86911576775738,0.86477309,5.8880873,0.18857598101260603,0.00994470940322108,-0.00038999999989074554,2.8105994705387443,0.005542788440948134,7.291452765702288,2.8105994704369555,0.005542788439820341,6.8460783368886675,0.0008480162593560254,0.06108171349728601
24,3698.0,100.0,0.0197,0.0066249999,0.35836193,3.354103772042248,0.081029259,0.12144,0.0029922202100000003,73.8950802721062,0.30300248,35.660477,-0.30300248,0.12988079749541281,-0.00925310686963754,6.983034180535114,0.033934693318386853,440.0663916323503,6.983034183555152,0.03393469334001979,439.62758351634255,0.0002506786963240493,0.0009971407141092475
