,co_per_rol,P_0,r_f,d,sigma,T,phi,n_s,n_o,K,wealth,rescale_factor,phi_opt,n_s_opt,n_o_opt,E_U,E_UPPS,E_cost_0,E_U_opt,E_UPPS_opt,E_cost_0_opt,distance,savings
0,79.0,100.0,0.0197,0.0040000002,0.41687366,3.3931058151688784,0.02557778,0.08495999900000001,0.0033495243100000005,109.75936456991873,0.081351146,180.8833,-0.008469341159864542,0.08617343442955207,1.012836142326329e-11,-98.07971564514355,0.00963717867859358,1558.4531721994254,-98.07971564738916,0.009637178709383153,1557.2015568688128,3.645743693279312e-05,0.0008031138522091221
1,111.0,100.0,0.0197,0.0071999999,0.49831051,3.1398993079558397,0.011608231,0.0008299999799999999,0.0035144298900000003,73.57883870364412,0.036413588,643.2368799999999,-0.030355946112032135,0.002537650891157856,0.0,-101.6588818749087,0.009598906007062546,162.0655034152287,-101.65888207374182,0.009598905932283805,143.70500010920824,6.111501255760947e-05,0.11329063199204657
2,836.0,100.0,0.0197,0.0136,0.55885351,2.3317273390537103,0.064815387,0.0012300001,0.002825841984,66.9760921658029,0.073071547,250.9585,0.012777557810863451,0.002978760468396509,0.0,-101.08058644438223,0.00677701817464911,79.66687315573743,-101.08058644756716,0.0067770182018817805,77.96116264268612,5.971657528704775e-05,0.021410536719784153
3,885.0,100.0,0.0197,0.0052,0.37462652,2.763262118331523,0.023048831000000002,0.062859997,0.004769215039999999,88.49431105711244,0.038777094,302.9527,-0.038777092562294724,0.06456242883656985,0.0011670976378289329,-98.2888260667633,0.009878872655716379,1955.2736963376205,-98.28882607063937,0.009878872660883917,1954.939011156388,5.147854047189345e-05,0.0001711705025538637
4,1017.0,100.0,0.0197,0.017999999,0.26832249999999996,3.033512638708362,0.09436442,0.0029899999,0.00266871223,70.06467145472081,0.077694446,98.63229399999999,0.22203097437710811,0.0004686400645450031,0.0063694524349929196,-100.58685899828758,0.008260108789576672,47.55697506289075,-100.58685903393449,0.008260108647727495,47.425859720164674,7.932850785609612e-05,0.0027570160329306423
5,1316.0,100.0,0.0197,0.0043000001000000005,0.25658616,3.643628509918592,0.046034899000000004,0.00202,0.00236041627,80.12152051815431,0.062949575,143.6062,0.07035018608104202,0.0015351560977781794,0.0031304619956728902,-100.97370857791978,0.00887641011836294,46.20238404703493,-100.97370842109923,0.008876412177109853,46.18408635823398,1.3613627569916823e-05,0.0003960334337365427
6,1329.0,100.0,0.0197,0.037999999,0.44012299,2.8391901519828298,0.05737723,0.090970002,0.006733857822,30.479440457870712,0.13679455,138.47624,-0.043755977311885824,0.09599931653721894,6.563326535111509e-11,-97.9632812826955,0.009610859229316386,1325.4107655552104,-97.96328132131697,0.009610860055386309,1323.303277011563,0.00030774926234630295,0.0015900644527845678
7,1455.0,100.0,0.0197,0.0099999998,0.3739737,2.421174231389465,0.041034535,0.027349999,0.00931404415,73.1972676110717,0.060685478,151.81859,-0.060685477894452194,0.030050719794635604,0.004529206826519167,-98.99399276668238,0.010371589493647308,472.4261602386256,-98.99399276713766,0.010371589496201282,471.79938191340534,8.648163064554349e-05,0.0013267223070450884
8,1623.0,100.0,0.0197,0.017000001,0.3017205,4.042249179546824,0.017371545,0.00030000001,0.0028177507800000003,41.910942139369226,0.033370052000000004,444.76592999999997,-0.033370052000000004,0.0019860097914654665,0.000637153998383077,-101.61483679484799,0.011177132590477517,91.01235910447288,-101.61483628426228,0.011177132968480752,89.30472692826808,7.387782567395199e-05,0.01876264051396148
9,1689.0,100.0,0.0197,0.022000000000000002,0.25305477,5.0,0.033461053,0.00145,0.0,100.0,0.060050402,174.64700000000002,0.09446990551448824,0.000305763523541946,0.002560011526170089,-101.38117576483974,0.005694090778096318,31.16768752329103,-101.38117841483133,0.005694084992669204,30.583033066482017,3.781560997705208e-05,0.018758352103347805
