co_per_rol,P_0,r_f,d,s,T,phi,n_s,n_o,K,wealth,rescale_factor
15216,100.0,0.0197,0.0121,0.49556327,2.074256642709022,0.15586649,0.01256,0.0023867772,148.37822393835935,0.25559247,12.237422
15226,100.0,0.0197,0.0,0.52735543,3.3042569964520156,0.081116691,0.0027000001,0.00287497563,101.61323450754972,0.1235348,85.576088
15252,100.0,0.0197,0.0,0.41217175,3.8388390910677597,0.022898287,0.0018,0.0032118271699999998,282.1643668654707,0.096819006,53.277
15427,100.0,0.0197,0.0,0.59021401,2.6149305184035927,0.37053299,0.16021,0.0864454404,121.9058535016214,0.86876571,3.758683
15478,100.0,0.0197,0.00079999998,0.59293252,3.5540708954601934,0.21404475,0.00053000002,0.0007886939099999999,339.4795898733436,0.11709843,19.550859
15481,100.0,0.0197,0.0,0.89450097,9.583523401184136,1.6642245,0.01187,0.022179738499999997,10032.101114910507,4.5800657,0.42080501
15558,100.0,0.0197,0.0,0.36553177,5.179104752613646,0.15434606,0.00062000001,0.0086966389,62.0409134650665,0.29365936,40.622593
15624,100.0,0.0197,0.0070000002,0.51281095,3.0812322374389183,0.20512988,0.01308,0.020954099549999997,83.85725792108494,0.43356776,39.781502
15734,100.0,0.0197,0.0,0.60345393,6.909924932185203,0.30284622,0.01815,0.009299772920000001,264.70058108652273,0.67898601,5.6785717
15832,100.0,0.0197,0.0080000004,0.35788873,3.581284770216547,0.076311164,0.01086,0.01485507181,47.9556217578962,0.20424657,24.633682
15843,100.0,0.0197,0.0055999998,0.39087349,1.964431431290801,0.16136885,0.0044200001,0.009312223159999999,109.32313612874304,0.4910109,10.33847
15866,100.0,0.0197,0.0020000001,0.4421705,1.7017253012482472,0.084616378,0.0037799999,0.01100016394,59.20754906112873,0.20492479,18.858524
15928,100.0,0.0197,0.0,0.42021641,2.7262825669255655,0.015281553,0.00060999999,0.002589877741,59.46293306483798,0.040616401,122.27763
15945,100.0,0.0197,0.0015,0.38156575,5.257899101205379,0.075924002,0.19971,0.01174791059,167.34895604926314,0.38392797,5.5246301
16073,100.0,0.0197,0.022600001,0.31849012,4.780331607609018,0.049527701,0.00244,0.00153075508,34.68272124361348,0.04895933,207.78796
16250,100.0,0.0197,0.0020000001,0.27744821,4.274857424268779,0.016896741,0.00079000002,0.0057017898899999996,58.867096157650735,0.02982359,282.10187
16470,100.0,0.0197,0.0080000004,0.44063443,3.019795438125662,0.065445617,0.0040500001,0.01203074336,114.57760655145462,0.24649149,33.296726
16522,100.0,0.0197,0.0092000002,0.47996864,3.39022854137675,0.022881091,0.01317,0.002171879208,52.486052001823644,0.047251847,110.51191
16541,100.0,0.0197,0.033199999,0.21375906,2.4413247513219236,0.078294553,0.0019499999,0.007109164029999999,116.27805368253088,0.095452994,113.30479
16556,100.0,0.0197,0.0152,0.32933629,5.4576818650228365,0.060323764,0.0057600001,0.0029583173499999997,63.78510866588513,0.15814357,44.119312
16559,100.0,0.0197,0.0148,0.3127501,6.542906315615844,0.24161415,0.00129,0.010358332719999998,427.71019846455494,0.55122405,21.360012
16580,100.0,0.0197,0.0071999999,0.38649693,2.7877695359801717,0.082252733,0.00167,0.01569958638,94.80443627996844,0.38925728,12.62324
16722,100.0,0.0197,0.0,0.6499083,4.703890237439908,0.24282216,0.0041499999,0.00249010819,114.40177445177785,0.32935581,8.3583965
16868,100.0,0.0197,0.0061249998,0.37417307,1.6363340374488962,0.012430911,0.00244,0.002970437372,116.68093568875167,0.023880819,554.0578
17159,100.0,0.0197,0.0,0.54733872,2.312043781972233,0.02278861,0.00239,0.00297645402,41.591258021631994,0.096149199,45.21706
17178,100.0,0.0197,0.0070000002,0.31223202,5.1701163604681515,0.23307301,0.01733,0.00194646441,74.27654495564909,0.36943799,27.449982
17227,100.0,0.0197,0.0035999999,0.38132823,4.413374302695372,0.046983689,0.00098000001,0.00686414688,140.34574973040236,0.25264436,12.175374
17269,100.0,0.0197,0.0096000005,0.46216154,5.256198112539151,0.1016069,0.00348,0.012086199193800001,205.5640541208522,0.20912214,17.214136
17275,100.0,0.0197,0.0060000001,0.33345506,3.139452050014947,0.053893894,0.00145,0.00026104209,46.48592643758161,0.12515005,22.184164
17384,100.0,0.0197,0.0016,0.73637384,5.396584654867668,0.19343413,0.0080800001,0.0065314238,312.80377350525083,0.30403191,17.55566
17570,100.0,0.0197,0.0,0.2796964,5.461909813177453,0.0087361857,0.00266,0.0066358302300000005,36.85308412812475,0.017554685,558.22003
17703,100.0,0.0197,0.0027999999,0.58819038,1.6489062535975656,0.051399395,0.0089100003,0.00291740597,121.73769637709118,0.13784403,46.225178
17865,100.0,0.0197,0.0,1.257941,5.423561709999993,1.8582722,0.01774,0.0018930702,173.64864864864825,3.7891185,0.7739808
17876,100.0,0.0197,0.0,0.40782183,2.60794300116378,0.19471169,0.0034099999,0.018468262000000003,93.55583631747446,0.37047938,7.9302535
17907,100.0,0.0197,0.01475,0.43470356,2.9768541542674614,0.069045551,0.00348,0.00776059871,68.80916501686777,0.066145062,97.139786
17953,100.0,0.0197,0.0,0.57470912,5.0,0.82481343,0.0096100001,0.0,100.0,2.0218594,1.8837
18011,100.0,0.0197,0.0,0.49288675,3.55133976568888,0.15318577,0.0037799999,0.01736509783999999,81.95753259761621,0.40738055,10.553036
18134,100.0,0.0197,0.0,0.70115799,5.781356709387441,2.4708769,0.032310002,0.00855811544,255.40043612659053,6.4826388,0.4768728
18139,100.0,0.0197,0.0,0.30910397,2.458268499919543,0.027663773,0.00096999999,0.008523517420000001,80.70334890440024,0.094132282,65.854362
18188,100.0,0.0197,0.0024999999,0.62085027,4.552091800453666,0.28147879,0.0044999998,0.04011579117,192.14550595810672,1.1810899,11.075868
18196,100.0,0.0197,0.0077999998,0.49354422,3.3568230576718485,0.19660048,0.0042699999,0.00592506802,61.97980872567478,0.20856172,45.84362
18221,100.0,0.0197,0.0,0.36913937,2.430773301015186,0.18488191,0.02043,0.029114815500000002,38.21874491076151,0.54905373,25.569933
18297,100.0,0.0197,0.0,0.40884075,4.505959000010976,0.018117795,0.00111,0.00146169829,87.44034956101872,0.057035267,125.22181
18328,100.0,0.0197,0.0,0.35277629,3.815176376260692,0.14810476,0.0061300001,0.00637788702,85.6393949699368,0.16384195,31.616365
18372,100.0,0.0197,0.0022499999,0.41568884,4.7378387246784035,0.049485318,0.00050999998,0.001217960495,157.0200614175812,0.063445017,186.50354
18377,100.0,0.0197,0.0024000001,0.53769058,5.41544147178455,0.29588345,0.0053900001,0.022607827,246.51261437478783,0.9472689,2.6701088
18430,100.0,0.0197,0.061900001,0.28272623,3.4362974846630427,0.2717509,0.01798,0.009459077493999999,54.757709687803896,0.58529574,13.722792
18470,100.0,0.0197,0.0080000004,0.44061726,2.8716016575920524,0.19225171,0.00489,0.01575818143,80.3650336994577,0.31755826,17.3046
18475,100.0,0.0197,0.0099999998,0.37540349,6.791976625414812,0.18508488,0.00141,0.011170463509999999,178.65765952349622,0.19184926,34.777878
18560,100.0,0.0197,0.0,0.53626597,2.6155284338322637,0.021006808,0.00166,0.00137162453,137.49186636941485,0.084418319,29.944054
18607,100.0,0.0197,0.0,0.51108932,2.870382794860408,0.034879692,0.0026799999,0.00461014808,54.76990356931003,0.049448624,72.731033
18812,100.0,0.0197,0.02025,0.18588041,3.702554917176865,0.0063119703,0.00042999999,0.0011286617859999999,83.62698450455463,0.012234787,1058.5122
18816,100.0,0.0197,0.0112,0.46073949,2.1616291934801164,0.15040755,0.0023699999,0.0109187081,89.78151878468482,0.26779872,25.520222
19013,100.0,0.0197,0.0048000002,0.4264991,4.635238445888857,0.36318472,0.03709,0.047155964299999985,153.77311780628577,0.67138809,5.5590005
19062,100.0,0.0197,0.012,0.28697765,6.257808129999869,0.019817015,0.0024000001,9.4286755e-05,108.84213856374566,0.050909519,101.99094
19090,100.0,0.0197,0.0,0.45391849,3.4270651703608883,0.43158114,0.0038600001,0.02438441726,75.63343894731865,0.81150848,10.928819
19145,100.0,0.0197,0.00018,0.41111243,4.580741288437982,0.023572495,0.00033000001,0.0008809464850000001,177.4329270750458,0.047842328,75.569046
19191,100.0,0.0197,0.0,0.36855575,3.21879687062918,0.12221293,0.0053300001,0.0044259810600000005,56.984585083089975,0.31341818,24.008228
19284,100.0,0.0197,0.0039499998,0.50684875,2.920556212039325,0.11891091,0.0027399999,0.00320314901,98.73817500787347,0.16316819,57.280609
19333,100.0,0.0197,0.0,0.28634867,4.321533544061441,0.028248589,0.00039,0.00300586921,34.023630094466796,0.074932575,101.01152
19396,100.0,0.0197,0.0015,0.45056739,3.2460701632546733,0.07777787,0.00034999999,0.010336749559999999,30.520307097071903,0.15989859,83.976898
19468,100.0,0.0197,0.0,0.36524215,3.6419177900000195,0.035366688,0.00068,0.00028169149,22.280570142535623,0.078464285,90.85968
19549,100.0,0.0197,0.00079999998,0.81027102,4.814490722489116,0.18775697,0.0031099999,0.00455399196,117.76187617817384,0.22838683,20.771767
19666,100.0,0.0197,0.0,0.53706878,9.97400837721353,0.029228343,0.035700001,0.00215195301,1550.3793256165811,0.059905563,76.606735
19836,100.0,0.0197,0.0,0.6701442,6.337881378883268,0.35691097,0.060290001,0.0171633065,429.74099604331593,2.7154865,0.8506155
19856,100.0,0.0197,0.0,0.35476354,3.505753439999993,0.035805758,0.02758,0.0051135202,55.9836956521741,0.063430317,44.978802
19863,100.0,0.0197,0.017200001,0.35646456,2.92110050698291,0.0250546,0.00245,0.00760210574,63.68017569323732,0.12384439,66.618423
19940,100.0,0.0197,0.0055,0.41278595,2.8250832024133254,0.10796116,0.0185,0.0085305806,64.57514498790077,0.11530647,19.595852
19977,100.0,0.0197,0.0,0.38371173,2.428284596138505,0.085527703,0.033909999,0.00953141902,54.84819385773883,0.18202171,21.522861
20036,100.0,0.0197,0.0027999999,0.42151538,2.0003787911277806,0.074957274,0.0075500002,0.022143072240000002,66.76266168981786,0.21346565,10.221169
20055,100.0,0.0197,0.0102,0.22260052,3.4668735603364995,0.13569289,0.0029200001,0.014595625759999998,77.2996034748805,0.18350323,35.78384
20066,100.0,0.0197,0.0023000001,0.39117607,2.2752186376499455,0.10393113,0.00266,0.00109519613,148.99138350822167,0.15559758,17.575966
20074,100.0,0.0197,0.0,0.48389876,3.3776162679181625,0.33199161,0.0021500001,0.01959490878,47.60974612907293,0.36434263,28.052212
20223,100.0,0.0197,0.0053500002,0.45456997,2.8206690403484704,0.07671272,0.00085000001,0.00422622697,81.77710027599517,0.065859556,112.16328
20256,100.0,0.0197,0.0,0.53240305,2.1619618356982784,0.21399045,0.04916,0.01474477487,110.77577150018688,0.58814383,2.1143701
20432,100.0,0.0197,0.0099999998,0.29969782,3.234281115118024,0.025095847,0.021849999,0.00430756211,45.097577266809644,0.069820769,40.875607
20454,100.0,0.0197,0.0,0.57283551,1.439014738178299,0.26821074,0.039870001,0.0062660565000000005,191.4802342474588,0.86616254,2.1257391
20487,100.0,0.0197,0.0044999998,0.47902352,3.988278400261579,0.010618858,0.00112,0.000379475541,97.5353268545439,0.027275212,291.78958
20521,100.0,0.0197,0.0,0.5809204,2.7853442197309755,0.66709971,0.05576,0.013137791699999998,124.1175857024828,1.7355608,1.709512
20526,100.0,0.0197,0.0016,0.7323525,2.0921377158463885,0.20640129,0.0035600001,0.00190940452,178.15395838618892,0.24464425,30.149181
20544,100.0,0.0197,0.0138,0.33277357,2.667620170621201,0.020173792,0.0024300001,0.0007043055699999999,85.10364152788945,0.033257592,349.27106
20548,100.0,0.0197,0.0065000001,0.55296338,5.26506874229898,0.058933884,0.00173,0.0058302812499999995,64.93672490567627,0.11898041,56.497414
20583,100.0,0.0197,0.0,0.50550038,2.3122092068945586,0.13196376,0.00422,0.00590579483,132.4088491976328,0.58426625,10.889308
20657,100.0,0.0197,0.0,0.38485858,4.518393801187767,0.11495585,0.018859999,0.0047759639,115.96080188313766,0.39215332,2.5577037
20826,100.0,0.0197,0.0,0.81171882,4.278629950042364,0.85600722,0.1024,0.0033519552,19.19770773613526,1.7910559,2.1864851
20831,100.0,0.0197,0.00345,0.55894357,1.945040541424771,0.10786128,0.01317,0.003506858,33.40668995479622,0.28526488,8.3869953
20851,100.0,0.0197,0.0,0.5104202,3.3491336730686965,0.22187266,0.00034,0.025615731000000003,101.36770311630443,0.66897655,2.6648664
20938,100.0,0.0197,0.0,0.41197905,4.393358504428236,0.070022427,0.00069999998,0.0040593038199999995,50.790222071061386,0.15357487,48.339912
21042,100.0,0.0197,0.0060999999,0.40203282,5.0,0.011724436,0.00019000001,0.0,100.0,0.0085118897,2201.0742
21057,100.0,0.0197,0.0027999999,0.37134978,3.282627378173848,0.0080274213,0.0020699999,0.00132993704,69.8423563841246,0.052775294,109.89806
