co_per_rol,P_0,r_f,d,s,T,phi,n_s,n_o,K,wealth,rescale_factor
21105,100.0,0.0197,0.032499999,0.25560611,4.455978949063615,0.06814073,0.00063000002,0.00372092199,98.00705015390866,0.13023368,298.63846
21121,100.0,0.0197,0.00050000002,0.76599383,5.016267086082435,0.11892864,0.0028899999,0.021428411849,66.28887028469845,0.25389016,26.043112
21144,100.0,0.0197,0.0080000004,0.46785483,4.096617441931534,0.046687927,0.00139,0.0034261136,73.67486718562127,0.11971462,216.58748
21386,100.0,0.0197,0.015799999,0.52020389,4.206417516429518,0.012914715,0.0014900001,0.00271313266,62.730216968837496,0.024592675,182.29321
21417,100.0,0.0197,0.0080000004,0.38430113,4.089016506243555,0.030231226,0.00297,0.004378214623000001,51.79830819349669,0.060378905,180.9863
21446,100.0,0.0197,0.0166,0.34776303,2.8132626952601725,0.028064404,0.00089000002,0.00117072675,77.1058980268531,0.032694194,195.44099
21573,100.0,0.0197,0.0020000001,0.71063679,4.6898193024309345,0.85130042,0.0052200002,0.00251315687,466.2988192559112,1.7032477,6.1009798
21662,100.0,0.0197,0.0067500002,0.42357442,2.7717006315316834,0.034015879,0.0072599999,0.00840058218,56.692281040553034,0.062336318,165.9019
21765,100.0,0.0197,0.0071999999,0.27334929,5.550404899052352,0.031086192,0.0012000001,0.00021650647599999999,47.14017221389266,0.043877702,329.4765
21873,100.0,0.0197,0.0,0.4686332,3.567365592083822,0.10357124,0.0037400001,0.00701281917,120.95391760247801,0.36163953,6.6780505
21876,100.0,0.0197,0.0020000001,0.40712503,2.3382779771894175,0.04794009,0.01403,0.03383908013,70.55117964134087,0.14683565,9.59095
22036,100.0,0.0197,0.0083999997,0.38837618,3.9651423329571727,0.087119587,0.00141,0.009744861780000003,61.82119788615554,0.095824108,31.240528
22078,100.0,0.0197,0.0,1.0831832,10.800555964812242,0.31587219,0.0031699999,0.00762667223,87734.20424204487,0.91868341,1.4927874
22237,100.0,0.0197,0.002625,0.43345046,5.133669075209327,0.35383913,0.01161,0.009048810380000001,378.9451997632233,0.67937046,4.9597678
22351,100.0,0.0197,0.0,0.65671253,2.31573209087031,0.085642189,0.0,0.00451649415,134.09865469037976,0.19451383,14.873604
22395,100.0,0.0197,0.0,0.3546204,4.169089500366335,0.13960752,0.01263,0.01441923816,79.11958771436784,0.31816408,17.715321
22558,100.0,0.0197,0.0,0.44976348,1.993814561429879,0.095894836,0.0040600002,0.00907693846,100.07606899083795,0.19314067,18.283569
22583,100.0,0.0197,0.0027000001,0.57423252,3.025989686544318,0.075489685,0.0030400001,0.011605267519999999,48.180418214397214,0.21132419,23.299408
22810,100.0,0.0197,0.00079999998,0.290167,3.3799222122542276,0.060906041,0.0078499997,0.008682475620000001,63.148444646257765,0.17763594,37.830368
22839,100.0,0.0197,0.0027999999,0.68803579,4.168500052710291,0.15584265,0.01344,0.00715056664,39.80416046735794,0.66979897,5.3292279
22941,100.0,0.0197,0.0093999999,0.29640689,4.048950305872152,0.034885172,0.00129,0.00164168858,127.90567703039835,0.094928682,72.519234
22967,100.0,0.0197,0.0,0.40892246,1.9340088369999024,0.58572245,0.0038300001,0.0030243964799999998,70.26361882153866,0.21838839,9.597003
23066,100.0,0.0197,0.014,0.49934989,6.405479709945831,0.13315162,0.01331,0.010041102,89.95144606288348,0.37975639,35.382076
23094,100.0,0.0197,0.0,0.47717562,2.7184383792843,0.066200502,0.0037,0.00187882216,91.95343893678002,0.13677101,21.878534
23166,100.0,0.0197,0.0,0.71738732,7.252261617207908,0.36487252,0.01508,0.0101399571,1240.3868879481756,0.5395574,4.3501248
23199,100.0,0.0197,0.0096000005,0.30685365,3.134015010521753,0.037980311,0.00138,0.007520516499999999,72.40653662511241,0.11577155,74.120827
23291,100.0,0.0197,0.0,0.45189646,3.075434399111995,0.051597096,0.00382,0.004937977452,142.52988925848712,0.11525253,52.605091
23304,100.0,0.0197,0.0,0.55096865,4.588943346653345,0.30236292,0.12225,0.0027185271700000003,79.17556753875354,0.65271211,1.6858218
23344,100.0,0.0197,0.016799999,0.38095143,3.1784151971642367,0.062130097,0.00124,0.00393001494,85.54105539129364,0.071397454,71.691711
23358,100.0,0.0197,0.0031999999,0.36148134,3.6971813958263477,0.32720596,0.00163,0.009502907250000001,100.60715052430261,0.55514091,15.357874
23364,100.0,0.0197,0.0,0.36115354,2.3866811211159797,0.55219203,0.0050900001,0.0270693394,91.58458899197092,0.40364537,12.145769
23492,100.0,0.0197,0.0116,0.20441782,5.573660696902905,0.024001826,0.00076000002,0.001544938181,85.23719740789001,0.041669946,452.55331
23503,100.0,0.0197,0.0112,0.34474635,4.420138650627736,0.017658506,0.00095999998,0.0013734092,78.18382862151854,0.023894353,466.00366
23521,100.0,0.0197,0.02,0.26438129,4.171625487848777,0.029286247,0.00052,0.00356670553,63.15781026617957,0.034209717,325.20441
23604,100.0,0.0197,0.0026,0.29619467,2.740569214875321,0.071965337,0.00023999999,0.004436006069999999,115.70982812616411,0.21663733,20.11945
23705,100.0,0.0197,0.0020000001,0.62447655,5.598990476354603,0.1509199,0.00158,0.0024475573599999994,832.7931496355046,0.2295991,34.411015
23730,100.0,0.0197,0.0072499998,0.24010809,4.169680058052954,0.029432913,0.0011699999,0.0046132779100000005,61.27465910058459,0.041460522,210.60086
23837,100.0,0.0197,0.0012000001,0.49608943,3.0206851892710223,0.025500944,0.0068799998,0.0011335604,28.98789238948326,0.046997141,104.57437
23847,100.0,0.0197,0.0034,0.47602108,4.127089589150468,0.2982311,0.0089600002,0.01428937554,81.1733453464887,0.51826203,12.153779
24014,100.0,0.0197,0.0,0.45119771,4.633073313405849,0.18107979,0.01055,0.00333416498,132.80323065835697,0.44650376,6.6484003
24028,100.0,0.0197,0.0092000002,0.55123156,2.905018655008068,0.15364194,0.00312,0.00732955336,149.41432477494274,0.3713851,13.571789
24047,100.0,0.0197,0.0,0.59043545,2.0448697089807686,0.057913966,0.0028899999,0.01180696371,51.038092748636124,0.15521629,22.168037
24542,100.0,0.0197,0.0,0.68827444,2.7592395248644768,0.5499019,0.0057899999,0.011553741097000001,101.87420101482213,0.87735105,14.917617
24577,100.0,0.0197,0.00030000001,0.5213564,2.224801785442975,0.38183904,0.02506,0.014150688299999999,129.31481144758447,1.3272314,1.3330801
24640,100.0,0.0197,0.0,0.4606753,3.1251459928058085,0.06937281,0.0,0.00254253961,79.05488007611699,0.3237913,8.0884142
24684,100.0,0.0197,0.0,0.48636228,1.4773593464420456,0.14381242,0.02358,0.0039486676,34.98743865416896,0.2147958,18.940569
24817,100.0,0.0197,0.00019999999,0.68503112,2.1155672638563785,0.17738017,0.0027300001,0.0017367180000000002,121.48676865959833,0.28151804,16.64465
24887,100.0,0.0197,0.0,0.49657524,4.350768689242384,1.4361243,0.02039,0.0383111864,140.44763115588506,3.0863683,0.41408601
24901,100.0,0.0197,0.0044,0.32343027,3.930788385635149,0.036857352,0.01065,0.0055705256,44.126791278405626,0.089842051,109.68517
25016,100.0,0.0197,0.0137,0.32734746,3.0481166761878975,0.048185594,0.00082000002,0.005911942,64.94537052800301,0.070042744,497.20624
25100,100.0,0.0197,0.0068000001,0.66756082,3.6927326242927454,0.051024061,0.00057999999,0.002172585108,314.8260111869176,0.11204901,38.633636
25117,100.0,0.0197,0.003,0.4658252,3.301248766245829,0.053142276,0.00192,0.002290606027,53.45398960420216,0.058387976,188.86783
25130,100.0,0.0197,0.0048000002,0.59704924,2.6347750883047674,0.046152327,0.0044800001,0.018565049610000002,109.52039422971359,0.10153022,39.384472
25139,100.0,0.0197,0.0,0.29294518,4.346827312678988,0.025413198,0.00096999999,0.00522795711,104.10332966298074,0.040416598,115.65644
25169,100.0,0.0197,0.0,0.56174248,4.382261897255975,0.064984277,0.0032299999,0.00728027151,166.4363083154521,0.097925,70.15535
25311,100.0,0.0197,0.0038999999,0.40244377,3.0572564931547572,0.12098087,0.0064300001,0.011244203599999999,173.06023609430923,0.27135724,42.960464
25414,100.0,0.0197,0.003,0.56781834,5.339587997219863,0.082899913,0.0019799999,0.0069084288539999995,150.2786995974935,0.091759339,59.492859
25457,100.0,0.0197,0.0,0.43529561,2.8591346692725805,0.024487533,0.00092999998,0.00763363021,88.14387380564091,0.063223906,87.285599
25526,100.0,0.0197,0.007699402,0.52791029,4.5794410083367145,0.035926167,0.0042500002,0.00746959888,48.89941007376251,0.10980677,59.482574
25577,100.0,0.0197,0.0,0.68651938,3.6468783600383823,0.070008144,0.00094,0.01009163701,96.56194333039927,0.23893975,7.7575116
25661,100.0,0.0197,0.0,0.68809891,1.5614565529517475,0.19323578,0.0076700002,0.0028583643,169.49623521393653,0.70319986,16.35899
25708,100.0,0.0197,0.0024000001,0.34741831,2.7506174855088936,0.044380013,0.0067199999,0.011804250669999999,88.96210583612414,0.17736225,32.539852
25865,100.0,0.0197,0.0,0.25432605,5.55375306625918,0.0062162629,0.0043299999,0.006934676887,56.57972775625796,0.031559087,80.20961
26041,100.0,0.0197,0.0,1.2452408,2.4235124079667933,0.20552304,0.0051699998,0.00393808361,151.95536471279073,0.46108499,6.1382604
26072,100.0,0.0197,0.0,0.67444563,3.533254053697575,0.24292402,0.0069900001,0.016598317600000002,59.66970686973993,0.46837577,12.3481
26088,100.0,0.0197,0.0019,0.41091287,3.756615068880353,0.22175169,0.0052999998,0.009910656019999999,55.60805890791299,0.33335975,29.374838
26267,100.0,0.0197,0.0,0.64515138,3.106252129720586,0.3482137,0.017270001,0.00540414857,279.77317904617547,1.1327693,1.483296
26286,100.0,0.0197,0.0046999999,0.7676,5.360463302120705,0.098247021,0.0077900002,0.00107923956,70.37189598231127,0.19979852,18.45376
26336,100.0,0.0197,0.0,0.29673377,2.576618549326014,0.03397081,0.0068399999,0.01174506492,47.69370032572792,0.087150693,50.583424
26366,100.0,0.0197,0.0,0.82730162,7.862746753489315,1.5089899,0.01957,0.02030514908,2413.3028383182154,4.5759678,0.57236964
26462,100.0,0.0197,0.0024000001,0.55733854,5.825595210862082,0.19640246,0.00333,0.00478148184,374.2840161090364,0.25847542,13.191831
26490,100.0,0.0197,0.0024000001,0.43924722,3.802558057194041,0.055181146,0.00076999998,0.00731917482,122.06248900380456,0.25849491,19.649845
26576,100.0,0.0197,0.0080000004,0.41443008,3.707435211751628,0.053767055,0.0049999999,0.00113557707,42.13875345666694,0.06814152,126.17135
26627,100.0,0.0197,0.0070000002,0.54442805,5.416263729716688,0.051815324,0.00361,0.00088684267,57.67498767819703,0.099781722,66.193253
26632,100.0,0.0197,0.0,0.38384855,2.4641154656197286,0.14096807,0.00593,0.04551718390000001,89.29513196466135,0.43896237,8.1588049
26655,100.0,0.0197,0.0027999999,0.92792934,4.075306314140115,0.025289001,0.00091,0.00160764134,393.64263906227757,0.056661475,134.0871
26664,100.0,0.0197,0.0,0.58151448,2.3144643042131996,0.095695406,0.00039,0.003740568775,114.60047332817963,0.25586396,24.177275
26893,100.0,0.0197,0.0089999996,0.50799936,5.9165924241269865,0.025028177,0.00053999998,0.002638183452,126.3660709416419,0.035666551,387.69971
27050,100.0,0.0197,0.0027999999,0.59596342,3.9506977647152426,0.48967922,0.0057600001,0.020721077848,72.64926893936865,0.742544,5.1138825
27079,100.0,0.0197,0.0104,0.44499844,3.142181740083073,0.098178677,0.00056000001,0.0094013128,60.103364624480115,0.12822798,84.780792
27110,100.0,0.0197,0.003,0.4832992,3.3538018094827797,0.17983373,0.0062199999,0.0028672301,72.03677404257182,0.31594318,8.9411983
27299,100.0,0.0197,0.01125,0.28660035,2.1368170904508084,0.086534478,0.0019799999,0.018558319979999998,90.06902198238733,0.29963997,17.26758
27368,100.0,0.0197,0.00205,0.28709781,3.6435928163980407,0.036856573,0.00081,0.007822473613000001,79.82865043227739,0.090141237,56.365032
27377,100.0,0.0197,0.0136,0.24308571,2.5238186131329337,0.0086631747,0.0013,0.0017092729300000001,76.96763916974565,0.046676513,156.51952
27441,100.0,0.0197,0.0012000001,0.50975615,1.8803538053988527,0.37500101,0.0073299999,0.00162616433,54.334656342670726,0.51148134,3.1342928
27487,100.0,0.0197,0.0024000001,0.33622664,1.9743505109220276,0.09938921,0.0548,0.012698313079999999,107.55122128361275,0.18340597,11.66523
27509,100.0,0.0197,0.036499489,0.41689417,3.344033422190175,0.012096701,0.00021,0.0020331716600000002,50.76823914679801,0.058926836,248.82817
27559,100.0,0.0197,0.0052999998,0.32714191,3.0985386919898112,0.0071054096,0.00069999998,0.00042560396,63.788229125693874,0.019422609,429.51413
27632,100.0,0.0197,0.0,0.63044751,6.232114614249756,0.045014389,0.0024699999,0.00261886813,13.680813424205557,0.081846885,42.146969
27658,100.0,0.0197,0.0,0.36828944,3.5072491265045147,0.0045649409,0.00091,0.00162423757,35.7568507521414,0.014353858,222.88722
27728,100.0,0.0197,0.0018,0.58245534,1.328788732554337,0.13548093,0.0027600001,0.00177898964,127.89823265099292,0.24385709,13.526886
27741,100.0,0.0197,0.0,0.74802291,2.685745588457762,0.15090019,0.0036599999,0.004651567949999999,50.39014532888552,0.33717769,10.651259
27805,100.0,0.0197,0.0,0.57509232,1.8848501547895027,0.055393301,0.0048000002,0.000736633841,340.75849472863837,0.13256089,16.073658
27901,100.0,0.0197,0.0,0.69442505,3.6956162599817937,0.90283424,0.0076000001,0.0032080102,78.8177339907547,1.5327979,1.0339805
27957,100.0,0.0197,0.0,0.85651731,2.707227286987715,0.18566337,0.00556,0.00164483343,145.2240855376241,0.37173322,9.4712057
28013,100.0,0.0197,0.0134,0.25570416,5.0,0.077116482,0.00098000001,0.0,100.0,0.12908426,90.961922
28084,100.0,0.0197,0.00079999998,0.51362371,7.518809301259391,0.41493875,0.01682,0.02952842765,665.5783693944875,0.79056597,3.2594185
28121,100.0,0.0197,0.0048000002,0.47354019,2.924815490007196,0.10668454,0.0017,0.0035238035099999995,86.57641424425444,0.29760033,26.397676
28173,100.0,0.0197,0.0,0.48603994,2.592244874158845,0.17491506,0.0036800001,0.00629847074,235.01283799428856,0.47611919,6.4545846
28222,100.0,0.0197,0.001775,0.50360477,4.071693837966982,0.090485103,0.0043899999,0.00432142868,37.98412357544942,0.21024022,25.241646
28263,100.0,0.0197,0.0051000002,0.44444287,3.111857821568133,0.099599868,0.00105,0.01134318614082,59.5001694045646,0.16168261,77.844627
28290,100.0,0.0197,0.0,1.0541373,4.398996791771923,0.82310092,0.0078299996,0.0041440042,766.5474970410387,2.7041276,4.09266
28313,100.0,0.0197,0.0,0.37620565,2.1250750115260204,0.12321111,0.00242,0.0035754030879999996,78.38829847520934,0.25837725,16.904612
28321,100.0,0.0197,0.0,0.88219643,8.7162720223072,0.66119957,0.02004,0.016829140200000002,1034.1465057966032,0.90490991,4.6814065
28415,100.0,0.0197,0.0,0.94965261,5.07877332170478,0.15587454,0.0053300001,0.0055415864,51.17684147134642,0.36896348,21.218103
28491,100.0,0.0197,0.017200001,0.20894843,4.7285344253469725,0.0050388952,0.00017,0.00018715193990000002,89.44136055632165,0.0087057175,1914.7279
28583,100.0,0.0197,0.01265,0.2535972,3.487449650368716,0.01980013,0.00076999998,0.0045968823399999996,67.48336266000777,0.03118222,366.21536
28619,100.0,0.0197,0.0,0.62941873,4.5062653429844435,0.29242775,0.0051099998,0.006036183780000001,83.86661559431319,0.97786051,5.3364601
28632,100.0,0.0197,0.0040000002,0.51090413,4.716718433243869,0.14837635,0.00236,0.01248943175,163.86836066687852,0.22247018,15.570575
28681,100.0,0.0197,0.011,0.55587536,4.225088196986262,0.072657488,0.017139999,0.007125830289999999,137.6985642504989,0.11051057,32.486465
28691,100.0,0.0197,0.055,0.43236792,2.8613699100000245,0.026501218,0.00765,0.0021488701,81.15717672101006,0.097382173,350.44992
28696,100.0,0.0197,0.056000002,0.4128392,2.3374437656294345,0.013765463,0.001,0.0007376624300000001,107.75400111776693,0.04131132,168.13928
28727,100.0,0.0197,0.0164,0.38085431,2.8792777748186618,0.051713593,0.0019700001,0.0034651940199999995,60.750521982856455,0.093930334,124.36724
28822,100.0,0.0197,0.0034,0.52960223,3.7946082053063304,0.047124155,0.00106,0.00222558552,146.57156106979724,0.13759714,71.417511
28857,100.0,0.0197,0.0080000004,0.54473054,2.21825612714391,0.0010272666,0.00154,0.00023659164999999998,86.33887884560494,0.01079527,1671.4385
28867,100.0,0.0197,0.0,0.49620214,2.208788007927062,0.12479436,0.0033400001,0.00195878306,72.07587365251577,0.1597032,47.645912
28958,100.0,0.0197,0.0,0.59790611,1.6177272631153994,0.40873677,0.01267,0.007460711199999999,216.5372627356805,1.5599597,5.7654371
29061,100.0,0.0197,0.0068000001,0.45213351,3.7513075065889434,0.032176845,0.00033000001,0.00605476589,46.632407198305415,0.085079871,74.849075
29181,100.0,0.0197,0.0052,0.48422447,3.626575330000399,0.35655251,0.0072499998,0.0031085361,221.42857142856877,1.396446,2.7458844
29191,100.0,0.0197,0.0104,0.44557455,8.7543534822188,0.07027135,0.0040899999,0.00905072054,330.9139517649531,0.39017883,16.21796
29193,100.0,0.0197,0.0,0.68907237,4.710355035155459,0.30425495,0.0056699999,0.0411701619,412.3144391169113,0.69678479,1.7092935
29214,100.0,0.0197,0.0035000001,0.5819,2.245383275612968,0.15234429,0.0030199999,0.009963136499999999,73.50647817514252,0.32179374,225.32564
29253,100.0,0.0197,0.0048000002,0.61867708,3.8888340008633056,1.7719057,0.0,0.00199860559,349.5822928816142,4.7372875,0.85199398
29307,100.0,0.0197,0.0,0.34391448,2.136438430000382,0.085318983,0.00188,0.00019112176,25.73748757043437,0.20692135,11.839311
29396,100.0,0.0197,0.0,0.3215785,3.2998539897716124,0.21355031,0.0046199998,0.019599848198,93.68110452572255,0.53137064,5.5069504
29496,100.0,0.0197,0.0,0.38625672,4.300897656281644,0.039487649,0.01146,0.00337009233,39.40052978052959,0.11934759,43.100033
29526,100.0,0.0197,0.0137,0.23293996,4.5514405544118794,0.030938074,0.001,0.002389967134,115.52362130753085,0.044252269,154.81061
29609,100.0,0.0197,0.0,1.3007145,5.0,0.39285204,0.0097099999,0.0,100.0,2.2407277,2.807375
29646,100.0,0.0197,0.0122,0.44421062,2.8501467517824026,0.02121032,0.00034,0.0021114050930000003,58.721026599958854,0.028978217,304.41739
29688,100.0,0.0197,0.0060000001,0.45024076,2.007400985350947,0.09900251,0.0045400001,0.0065373043,138.01023914906744,0.20448703,15.928525
29706,100.0,0.0197,0.006325,0.39949873,5.322991499436187,0.067089908,0.037829999,0.004642631566999999,33.550664304000186,0.18983769,15.808712
29722,100.0,0.0197,0.020499794,0.70255136,3.628493260000074,0.057812568,0.0015,0.00075108331,97.13550600343665,0.13133425,79.647125
29739,100.0,0.0197,0.0241,0.30564463,4.433972619875098,0.043163229,0.00059000001,0.00062874472,84.6812799190062,0.15572377,21.794176
29744,100.0,0.0197,0.0,1.3807925,10.365516987322026,0.40126339,0.020710001,0.016862428701,14538.903669018022,1.3124354,2.2815711
29748,100.0,0.0197,0.0,0.51005673,3.974473657742731,0.060138177,0.0087400004,0.014282066760999999,61.44189731766209,0.21370892,15.11825
29763,100.0,0.0197,0.0080000004,0.40473628,3.6145797889600004,0.12349714,0.24419001,0.014838279000000001,36.86908861203709,0.52249467,102.69328
29885,100.0,0.0197,0.0,0.81397474,3.0403924435183978,0.36959183,0.023870001,0.01758307657,184.9010721685327,0.56219381,5.6810699
29980,100.0,0.0197,0.0024000001,0.52183479,3.6084003246596743,0.083504453,0.00223,0.0064884625974,101.26223706353501,0.29173863,47.53896
29993,100.0,0.0197,0.0,0.21925735,5.5994157254398145,0.019105084,0.00057999999,0.005604029662100001,31.789356242919684,0.047226895,131.38744
30005,100.0,0.0197,0.0,0.39358106,3.2999093211130544,0.062555671,0.0041100001,0.01996453567,29.22374428190231,0.15492737,21.672104
30027,100.0,0.0197,0.0,0.422838,4.682426888000066,0.11895274,0.01087,0.01219918052,116.3684001481036,0.3640191,20.194248
30035,100.0,0.0197,0.0188,0.33203635,5.0,0.079137504,0.00342,0.0,100.0,0.18094297,33.298649
30077,100.0,0.0197,0.0060000001,0.44919235,3.853640961933523,0.1060098,0.0026499999,0.007473207270000001,54.6453757760771,0.24326283,23.725212
30090,100.0,0.0197,0.0,0.94858485,1.9158904800000052,1.9171668,0.032140002,0.011669178,581.4814814814835,7.7276516,0.2776545
30189,100.0,0.0197,0.0060000001,0.47203895,3.124830031871373,0.11244874,0.00098000001,0.001991199943,157.5016845473854,0.23702367,5.5095768
30206,100.0,0.0197,0.0035999999,0.41913784,2.2242159184851125,0.018892381,0.00157,0.00578717944,71.13055006675069,0.031043923,172.0278
30224,100.0,0.0197,0.016799999,0.33787769,4.76658074598174,0.035118982,0.00042,0.0016184328798,97.11374881136175,0.042914849,568.2724
30276,100.0,0.0197,0.0,0.45634305,2.7964336062237374,0.13023259,0.0016,0.0059825266,78.38564019100646,0.22701016,40.742519
30283,100.0,0.0197,0.0099999998,0.37104842,4.132679360048374,0.017765168,0.00069999998,0.000836848172,102.15898906784997,0.033606671,228.26933
30333,100.0,0.0197,0.0,0.66834873,3.031217010580404,0.093686722,0.0095199998,0.0125968039,43.44325150566336,0.26883239,58.917686
30390,100.0,0.0197,0.0112,0.34676909,6.25607670355771,0.10803735,0.0035399999,0.00439198663,121.84336722646758,0.27385914,19.351336
30569,100.0,0.0197,0.0063999998,0.38033089,4.63061816564657,0.090744808,0.0020399999,0.0025772972999999998,81.07547313829349,0.26999885,16.609997
30590,100.0,0.0197,0.0,0.26006609,3.6633989894781083,0.019030549,0.00083999999,0.00803565956,57.8129864292897,0.057456464,105.42603
30595,100.0,0.0197,0.0,0.37383935,2.1319310947536216,0.072370648,0.0078099999,0.020479440760000002,53.52919240318529,0.19988139,17.234833
30608,100.0,0.0197,0.0063999998,0.27157485,4.021457618802227,0.09860532,0.0041999999,0.00523976976,65.11967082277691,0.15958767,64.726433
30626,100.0,0.0197,0.0,0.49644443,3.465051513879269,0.28835714,0.0082599996,0.011353624449999999,167.73512307066386,1.0093381,7.188138
30678,100.0,0.0197,0.0052,0.48436567,1.3045456422204111,0.056527987,0.0059699998,0.00026057952,174.87369374101425,0.10418523,10.58458
30821,100.0,0.0197,0.0,0.5119831,2.6066063917008973,0.053749278,0.00115,0.007487828640000001,71.71251768672975,0.10750388,38.948208
30854,100.0,0.0197,0.0,0.55808753,3.2642894604764003,0.13289453,0.03015,0.013219664719999998,114.65242857330846,0.46569639,7.9829092
30881,100.0,0.0197,0.0063999998,0.35472026,4.125363891345588,0.05851794,0.00079000002,0.001624131884,191.38843065844037,0.15591259,27.962845
30889,100.0,0.0197,0.0,0.67175627,5.075904399365352,0.096095823,0.034170002,0.0031727918099999997,390.42151601569753,0.69323021,4.9463129
30914,100.0,0.0197,0.0,0.92020053,4.623369742059731,0.43154785,0.086350001,0.0062587098300000005,105.44943118360813,1.1681184,5.1528192
30930,100.0,0.0197,0.0,0.22511877,4.373593382529893,0.026273051,0.00115,0.007769196560000001,84.45718749374879,0.085176997,81.94252
30961,100.0,0.0197,0.0060000001,0.27118719,1.9708978435348967,0.021070316,0.0025800001,0.004151666,48.89188050667591,0.055044435,177.21072
30983,100.0,0.0197,0.0020000001,0.5454309,3.5430606819741035,0.10920154,0.0032500001,0.0208188901,55.56230785856635,0.26037246,19.868034
31010,100.0,0.0197,0.0,0.38168499,2.2265753300104754,0.096479535,0.0085300002,0.0038865858,54.3390357698345,0.50410378,18.612923
31059,100.0,0.0197,0.0,0.84608972,20.453570694860527,0.72663593,0.027589999,0.02774111002,118433.89243934966,1.4636136,1.8252662
31101,100.0,0.0197,9.9999997e-05,1.1304184,3.888691063794038,0.37819877,0.0038300001,0.0021609972600000003,194.8358384062313,0.74848574,8.1655264
31222,100.0,0.0197,0.0,0.56554443,5.546301530002033,0.40275869,0.030540001,0.0059245215,103.80622837354612,1.3960001,7.3170466
31464,100.0,0.0197,0.0042500002,0.56511474,3.600995649770834,0.10111342,0.00315,0.00442870144,118.86365435485399,0.13448794,73.117699
31495,100.0,0.0197,0.0,1.7852032,4.259451980003069,1.8558702,0.01221,0.00067802949,453.7671232885417,4.0417361,0.31865376
31514,100.0,0.0197,0.0063499999,0.57591087,3.1845103750605537,0.10261961,0.0032299999,0.0074834288499999995,48.97089317995636,0.17924941,40.377625
31533,100.0,0.0197,0.0,0.56326324,3.744544375619514,0.22359015,0.0,0.01980653709,234.3839020866402,1.3325487,1.8399738
31535,100.0,0.0197,0.0176,0.37320405,2.7055217065791326,0.052528158,0.0012300001,0.0027207330000000004,70.02095140647604,0.15036073,15.780393
31563,100.0,0.0197,0.0,0.49235642,5.872328630000017,0.21003926,0.00034,0.0069811344,49.80158730158725,0.57075447,3.8603878
31573,100.0,0.0197,0.0040000002,0.48581889,5.6901368999147435,0.41575336,0.0276,0.0036593005,126.11806797703433,0.98808974,5.0920429
31580,100.0,0.0197,0.0,0.49390694,1.9430521142826247,0.3442038,0.01144,0.012990237610000002,193.5652060849136,0.77709168,3.4100671
31699,100.0,0.0197,0.0062000002,0.33336583,4.335387664411886,0.0085737631,0.00139,0.0020163127000000004,98.92898164201218,0.058417395,194.40869
31719,100.0,0.0197,0.0,1.0394217,4.166601002886312,1.2575343,0.00079999998,0.008158265540000001,955.4990850551696,1.16559,3.6172884
31795,100.0,0.0197,0.0,0.56527668,2.8658249252421086,0.28362736,0.0036500001,0.01657766927,123.69617434776114,0.53686291,5.1266985
31873,100.0,0.0197,0.0,0.623393,0.6471319055048292,0.94864666,0.0022100001,0.01864399558,214.2209281806971,2.1979439,1.0723962
31989,100.0,0.0197,0.0077999998,0.541444,3.0973146022700075,0.14816956,0.00489,0.01142714388,101.4871625434768,0.34363717,8.4863253
32350,100.0,0.0197,0.0,0.88054174,6.680940819930632,0.10486387,0.00069999998,0.01907859541,572.7126169081984,0.4645209,14.090287
32403,100.0,0.0197,0.0098999999,0.1788768,5.061336433324074,0.0016858961,0.00122,0.00080302995,75.63192551288535,0.0029004903,449.30765
32416,100.0,0.0197,0.0,0.50089127,4.807637444737395,0.013684062,0.00152,0.003771783533,46.53751263479727,0.041870125,484.56439
32509,100.0,0.0197,0.0070000002,0.41477641,4.779319604575562,0.21443091,0.00452,0.0035542636939999996,246.572324376861,0.2841827,27.311674
32605,100.0,0.0197,0.0,0.64998502,2.4467252894008817,0.22193964,0.0058400002,0.0017784290999999998,124.94362465635848,0.58235025,11.719538
32628,100.0,0.0197,0.0080000004,0.36303896,2.2518520764970242,0.064229652,0.0020900001,0.0099227268786,65.15724531639182,0.17748447,238.58269
32771,100.0,0.0197,0.0016,0.61553866,5.0,0.36332709,0.0032599999,0.0,100.0,0.56083488,18.189114
32810,100.0,0.0197,0.0,1.2098306,4.986744180038423,0.19623852,0.0023099999,0.0009473882699999999,17179.29156954935,0.38030642,4.0048256
32854,100.0,0.0197,0.0,0.46499783,7.447842255438404,0.29271349,0.0076199998,0.0032820676,692.1394154410098,1.5979282,3.4163101
32880,100.0,0.0197,0.0063999998,0.42796502,2.366575329999839,0.34715533,0.0034700001,0.00046269459,161.3812544045121,0.40149564,15.559194
32936,100.0,0.0197,0.0070000002,0.42933443,4.3155006236727775,0.047531784,0.00079000002,0.00477018321,84.74009380123421,0.12888846,29.139912
33011,100.0,0.0197,0.0,0.5571155,2.10293196367214,0.12316438,0.023700001,0.005415584029999999,63.563022364202396,0.28105423,12.159108
33044,100.0,0.0197,0.0,0.51041609,1.6494600058293152,0.10503907,0.00358,0.006871184689999999,94.51538926216897,0.23992863,34.995533
33059,100.0,0.0197,0.0,0.57779956,2.1915186266257827,0.52918506,0.01699,0.012061921350000001,127.99042583137741,0.46603167,28.033651
33154,100.0,0.0197,0.0,0.34190345,5.0,0.094762072,0.00327,0.0,100.0,0.3645601,19.224127
